#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1682368909,773518,4991948,140.30.20.1,1,60,4974972,4974972,0,0,152.148.48.4,140.30.20.11,0.0.0.0,334,334,58190,22,6,0,2,0,0,0,0
1682368909,773518,4991948,140.30.20.1,12,2105,4975256,4975372,0,0,140.30.20.7,152.148.48.5,140.30.20.2,334,334,22,38280,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,1538,4975256,4975372,0,0,152.148.48.5,140.30.20.7,0.0.0.0,334,334,38280,22,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,1,60,4975328,4975328,0,0,152.148.48.6,140.30.20.11,0.0.0.0,334,334,32980,22,6,0,2,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,2733,4975628,4975812,0,0,140.30.20.7,152.148.48.5,140.30.20.2,334,334,22,38290,6,0,26,0,0,0,0
1682368909,773518,4991948,140.30.20.1,4,352,4962364,4975832,0,0,140.30.20.3,140.30.20.8,0.0.0.0,65535,334,0,1281,1,192,0,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,1558,4975628,4975812,0,0,152.148.48.5,140.30.20.7,0.0.0.0,334,334,38290,22,6,0,31,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,2157,4975832,4975928,0,0,140.30.20.8,152.148.48.6,140.30.20.2,334,334,22,40310,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,11,1434,4975832,4975928,0,0,152.148.48.6,140.30.20.8,0.0.0.0,334,334,40310,22,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,1,60,4976040,4976040,0,0,152.148.48.5,140.30.20.10,0.0.0.0,334,334,44832,22,6,0,2,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,1558,4976160,4976300,0,0,152.148.48.6,140.30.20.8,0.0.0.0,334,334,40326,22,6,0,31,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,2733,4976160,4976300,0,0,140.30.20.8,152.148.48.6,140.30.20.2,334,334,22,40326,6,0,26,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,1570,4974508,4976916,0,0,152.148.48.4,140.30.20.6,0.0.0.0,334,334,44770,22,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,13,1538,4976812,4976920,0,0,152.148.48.4,140.30.20.9,0.0.0.0,334,334,39614,22,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,14,2289,4974508,4976916,0,0,140.30.20.6,152.148.48.4,140.30.20.2,334,334,22,44770,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,14,2289,4974508,4976912,0,0,140.30.20.6,152.148.48.4,140.30.20.2,334,334,22,44752,6,0,27,0,0,0,0
1682368909,773518,4991948,140.30.20.1,12,2105,4976812,4976920,0,0,140.30.20.9,152.148.48.4,140.30.20.2,334,334,22,39614,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,13,1570,4974508,4976912,0,0,152.148.48.4,140.30.20.6,0.0.0.0,334,334,44752,22,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,3,180,4973948,4976992,0,0,152.148.48.4,140.30.20.10,0.0.0.0,334,334,60486,22,6,0,2,0,0,0,0
1682368912,165289,4994340,140.30.20.1,2,120,4975944,4976960,0,0,152.148.48.5,140.30.20.10,0.0.0.0,334,334,44820,22,6,0,2,0,0,0,0
1682368912,165289,4994340,140.30.20.1,14,2289,4974508,4976948,0,0,140.30.20.6,152.148.48.4,140.30.20.2,334,334,22,44766,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,7,608,4962544,4976992,0,0,140.30.20.3,140.30.20.5,0.0.0.0,65535,334,0,1281,1,192,0,0,0,0,0
1682368912,165289,4994340,140.30.20.1,13,1570,4974508,4976948,0,0,152.148.48.4,140.30.20.6,0.0.0.0,334,334,44766,22,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,13,1538,4976992,4977112,0,0,152.148.48.6,140.30.20.5,0.0.0.0,334,334,55928,22,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,12,2105,4976992,4977108,0,0,140.30.20.5,152.148.48.6,140.30.20.2,334,334,22,55928,6,0,27,0,0,0,0
1682368912,165289,4994340,140.30.20.1,13,1558,4977160,4977324,0,0,152.148.48.4,140.30.20.9,0.0.0.0,334,334,39642,22,6,0,31,0,0,0,0
1682368912,165289,4994340,140.30.20.1,13,2733,4977160,4977324,0,0,140.30.20.9,152.148.48.4,140.30.20.2,334,334,22,39642,6,0,26,0,0,0,0
